,euclidean_distance,hdf5_idx
1499,401.75,5989
1500,401.71,4786
1501,401.69,14030
1502,401.66,9501
1503,401.63,10163
1504,401.62,9663
1505,401.6,1830
1506,401.57,5656
1507,401.57,14235
1508,401.55,5700
1509,401.55,12797
1510,401.43,17270
1511,401.41,4813
1512,401.33,10567
1513,401.27,9353
1514,401.25,16982
1515,401.2,684
1516,401.19,15091
1517,401.16,7569
1518,401.12,2565
1519,401.09,588
1520,401.08,5459
1521,401.08,13469
1522,401.08,17349
1523,401.06,17740
1524,401.03,1820
1525,401.02,4444
1526,400.96,1190
1527,400.96,3863
1528,400.96,6626
1529,400.95,16933
1530,400.91,13176
1531,400.9,16303
1532,400.89,1990
1533,400.89,18429
1534,400.87,9997
1535,400.81,17870
1536,400.79,8387
1537,400.68,18681
1538,400.6,1246
1539,400.59,6297
1540,400.59,10496
1541,400.59,15086
1542,400.57,3506
1543,400.53,16053
1544,400.53,17452
1545,400.49,4581
1546,400.41,11058
1547,400.4,13
1548,400.38,13911
1549,400.35,9914
1550,400.33,4203
1551,400.32,11776
1552,400.3,2018
1553,400.22,1971
1554,400.22,2776
1555,400.19,2388
1556,400.19,5524
1557,400.15,9717
1558,400.05,3399
1559,400.05,9235
1560,400.03,16901
1561,399.97,8722
1562,399.9,5496
1563,399.88,2371
1564,399.85,14005
1565,399.8,7875
1566,399.76,17400
1567,399.73,8993
1568,399.72,11491
1569,399.71,7629
1570,399.68,12642
1571,399.68,16544
1572,399.66,12738
1573,399.66,14854
1574,399.64,11378
1575,399.63,7853
1576,399.61,529
1577,399.47,7011
1578,399.41,17554
1579,399.39,9095
1580,399.38,4634
1581,399.37,15962
1582,399.32,1486
1583,399.29,14245
1584,399.28,5860
1585,399.28,13521
1586,399.27,10095
1587,399.26,12883
1588,399.25,8907
1589,399.24,10794
1590,399.23,16351
1591,399.15,2159
1592,399.1,1299
1593,399.1,14020
1594,399.07,7206
1595,399.06,7014
1596,399.04,16299
1597,399.03,7559
1598,399.01,1251
1599,398.96,8078
1600,398.96,15428
1601,398.95,7284
1602,398.95,12089
1603,398.9,8374
1604,398.9,14682
1605,398.86,9838
1606,398.84,9406
1607,398.81,15082
1608,398.8,6420
1609,398.8,6872
1610,398.79,17395
1611,398.78,18543
1612,398.73,4060
1613,398.7,6226
1614,398.7,6497
1615,398.7,7436
1616,398.66,8946
1617,398.65,17646
1618,398.64,5481
1619,398.64,5712
1620,398.62,3084
1621,398.57,10052
1622,398.54,616
1623,398.53,14408
1624,398.48,8388
1625,398.44,4169
1626,398.43,3434
1627,398.4,7568
1628,398.39,3921
1629,398.37,10911
1630,398.36,5561
1631,398.35,6305
1632,398.35,12415
1633,398.34,1087
1634,398.34,9360
1635,398.33,12067
1636,398.31,6230
1637,398.28,15397
1638,398.25,2522
1639,398.25,14331
1640,398.21,15580
1641,398.18,13778
1642,398.16,5962
1643,398.16,8870
1644,398.11,4243
1645,398.11,5486
1646,398.07,16571
1647,398.03,14124
1648,398.02,4383
1649,398.02,5930
1650,398.02,15137
1651,397.99,18821
1652,397.98,11541
1653,397.98,17373
1654,397.94,3769
1655,397.94,5768
1656,397.94,9368
1657,397.91,3189
1658,397.91,3889
1659,397.9,4030
1660,397.86,17237
1661,397.85,8381
1662,397.8,13155
1663,397.77,12974
1664,397.74,14180
1665,397.71,5132
1666,397.69,2915
1667,397.69,3372
1668,397.68,4422
1669,397.68,10369
1670,397.67,14295
1671,397.64,6036
1672,397.64,11832
1673,397.58,18960
1674,397.56,9191
1675,397.56,10884
1676,397.53,15135
1677,397.49,688
1678,397.49,15106
1679,397.46,4382
1680,397.45,14042
1681,397.39,1895
1682,397.38,4658
1683,397.38,5835
1684,397.38,7966
1685,397.37,11606
1686,397.37,12652
1687,397.36,774
1688,397.35,777
1689,397.33,7744
1690,397.33,8999
1691,397.24,8269
1692,397.23,8316
1693,397.16,3725
1694,397.14,10609
1695,397.11,9674
1696,397.07,10190
1697,397.04,18344
1698,397.03,10967
1699,396.98,6455
1700,396.95,8206
1701,396.94,6525
1702,396.9,1408
1703,396.88,11641
1704,396.85,16863
1705,396.84,5691
1706,396.81,3593
1707,396.78,1049
1708,396.76,8478
1709,396.74,8318
1710,396.74,14451
1711,396.73,12441
1712,396.73,17763
1713,396.71,1730
1714,396.71,14547
1715,396.7,2175
1716,396.68,6000
1717,396.67,4506
1718,396.62,4256
1719,396.53,17735
1720,396.5,7809
1721,396.49,3473
1722,396.49,8627
1723,396.48,6538
1724,396.47,87
1725,396.45,1791
1726,396.41,2156
1727,396.41,5533
1728,396.37,2583
1729,396.37,6634
1730,396.35,10482
1731,396.28,2352
1732,396.27,10990
1733,396.27,18448
1734,396.26,4749
1735,396.26,16071
1736,396.24,17992
1737,396.2,41
1738,396.19,16768
1739,396.16,11985
1740,396.13,2995
1741,396.12,17082
1742,396.05,8755
1743,396.04,17981
1744,396.03,4657
1745,396.03,18290
1746,396.01,7175
1747,396.0,15309
1748,395.99,3790
1749,395.99,10479
1750,395.98,2268
1751,395.93,1951
1752,395.91,6367
1753,395.9,6354
1754,395.85,6929
1755,395.85,11930
1756,395.82,14594
1757,395.81,12093
1758,395.81,15927
1759,395.81,17842
1760,395.8,4635
1761,395.8,11102
1762,395.8,15302
1763,395.79,4834
1764,395.75,1943
1765,395.75,9453
1766,395.73,8983
1767,395.69,16269
1768,395.67,9983
1769,395.66,6589
1770,395.64,8394
1771,395.61,2608
1772,395.61,15533
1773,395.56,5716
1774,395.56,9462
1775,395.55,16031
1776,395.54,12248
1777,395.54,13192
1778,395.53,9929
1779,395.52,2788
1780,395.52,14401
1781,395.51,9805
1782,395.48,1058
1783,395.47,10011
1784,395.46,10710
1785,395.34,4175
1786,395.34,10142
1787,395.33,14779
1788,395.23,4845
1789,395.21,5449
1790,395.2,14534
1791,395.19,2899
1792,395.16,16722
1793,395.1,2939
1794,395.08,13682
1795,395.07,7659
1796,395.03,11185
1797,395.0,932
1798,395.0,4007
1799,394.97,9975
1800,394.97,10309
1801,394.96,10929
1802,394.93,17591
1803,394.91,6066
1804,394.9,7826
1805,394.88,8007
1806,394.85,18751
1807,394.82,1016
1808,394.81,11350
1809,394.79,13357
1810,394.73,7034
1811,394.69,6119
1812,394.67,12028
1813,394.65,8945
1814,394.64,2839
1815,394.62,6300
1816,394.58,2604
1817,394.51,18621
1818,394.5,9543
1819,394.48,1933
1820,394.48,12991
1821,394.47,15688
1822,394.46,6039
1823,394.44,13642
1824,394.42,17325
1825,394.41,15114
1826,394.37,2050
1827,394.36,14969
1828,394.34,15523
1829,394.33,17792
1830,394.3,17061
1831,394.28,3764
1832,394.28,16060
1833,394.27,9267
1834,394.27,10783
1835,394.27,12634
1836,394.23,17273
1837,394.22,9806
1838,394.22,12138
1839,394.17,6060
1840,394.15,1522
1841,394.13,14975
1842,394.13,16469
1843,394.05,2154
1844,394.03,2225
1845,394.02,14743
1846,394.01,12490
1847,394.0,1554
1848,394.0,7375
1849,393.97,555
1850,393.97,11702
1851,393.96,184
1852,393.96,15342
1853,393.96,17183
1854,393.95,10517
1855,393.91,9145
1856,393.88,3267
1857,393.87,15814
1858,393.86,5833
1859,393.86,14483
1860,393.84,1402
1861,393.78,7037
1862,393.76,6063
1863,393.75,2563
1864,393.75,17058
1865,393.75,17413
1866,393.73,7488
1867,393.72,8446
1868,393.68,10726
1869,393.68,16465
1870,393.65,7546
1871,393.64,18236
1872,393.63,7335
1873,393.59,4973
1874,393.57,12146
1875,393.56,4793
1876,393.54,129
1877,393.54,15484
1878,393.52,1066
1879,393.51,2801
1880,393.51,4521
1881,393.51,6985
1882,393.49,2898
1883,393.49,13072
1884,393.48,8196
1885,393.46,4174
1886,393.43,1242
1887,393.43,3483
1888,393.4,17331
1889,393.39,4962
1890,393.36,10638
1891,393.35,8781
1892,393.35,14320
1893,393.34,14427
1894,393.28,3046
1895,393.26,5623
1896,393.23,2562
1897,393.23,14652
1898,393.18,2756
1899,393.17,64
1900,393.15,16083
1901,393.11,471
1902,393.09,15351
1903,393.06,7907
1904,393.03,15249
1905,393.02,672
1906,393.01,6531
1907,393.01,18175
1908,392.99,5413
1909,392.98,18752
1910,392.9,16793
1911,392.89,8494
1912,392.88,9342
1913,392.85,5950
1914,392.85,15105
1915,392.84,2158
1916,392.82,351
1917,392.81,7937
1918,392.8,4337
1919,392.8,13036
1920,392.79,8956
1921,392.79,15392
1922,392.77,6904
1923,392.73,7855
1924,392.73,16331
1925,392.72,5470
1926,392.72,11859
1927,392.71,6708
1928,392.7,4068
1929,392.7,18115
1930,392.69,10267
1931,392.63,2578
1932,392.62,2261
1933,392.62,9520
1934,392.6,18915
1935,392.59,14457
1936,392.58,15981
1937,392.57,7183
1938,392.52,16229
1939,392.48,16454
1940,392.47,12944
1941,392.45,18450
1942,392.43,9339
1943,392.42,2739
1944,392.42,11902
1945,392.42,13965
1946,392.41,10117
1947,392.4,1019
1948,392.4,17288
1949,392.38,4733
1950,392.37,3079
1951,392.35,8899
1952,392.33,4621
1953,392.33,16103
1954,392.32,4894
1955,392.31,5434
1956,392.3,607
1957,392.3,2396
1958,392.3,3753
1959,392.3,11889
1960,392.25,18720
1961,392.24,13057
1962,392.22,16341
1963,392.22,16776
1964,392.2,4955
1965,392.2,15983
1966,392.16,6833
1967,392.13,3070
1968,392.13,5417
1969,392.12,11451
1970,392.12,14604
1971,392.1,18741
1972,392.09,1647
1973,391.99,11933
1974,391.98,2415
1975,391.97,658
1976,391.93,3085
1977,391.89,5460
1978,391.87,5275
1979,391.86,11019
1980,391.85,2357
1981,391.85,12814
1982,391.84,11586
1983,391.83,12303
1984,391.82,920
1985,391.82,14477
1986,391.79,4436
1987,391.77,9021
1988,391.77,10201
1989,391.76,7315
1990,391.75,4536
1991,391.73,4306
1992,391.7,12453
1993,391.65,9532
1994,391.62,18331
1995,391.61,9070
1996,391.59,3428
1997,391.59,3580
1998,391.57,8021
1999,391.56,16123
2000,391.56,17680
2001,391.55,14205
2002,391.53,1711
2003,391.52,11291
2004,391.51,12980
2005,391.48,5632
2006,391.46,9548
2007,391.45,7600
2008,391.41,4451
2009,391.41,7804
2010,391.4,11847
2011,391.4,15813
2012,391.35,4018
2013,391.34,13594
2014,391.34,16596
2015,391.31,9187
2016,391.3,3203
2017,391.3,16402
2018,391.29,11268
2019,391.29,13465
2020,391.26,8146
2021,391.24,12622
2022,391.23,6704
2023,391.18,15530
2024,391.15,11265
2025,391.13,3054
2026,391.13,12429
2027,391.12,3925
2028,391.11,13459
2029,391.09,11907
2030,391.06,16045
2031,391.01,8906
2032,391.01,9450
2033,390.99,15524
2034,390.97,8335
2035,390.97,9429
2036,390.96,17225
2037,390.95,245
2038,390.95,5919
2039,390.94,17540
2040,390.91,11188
2041,390.9,5868
2042,390.88,2448
2043,390.87,11214
2044,390.86,2155
2045,390.86,5739
2046,390.86,9099
2047,390.86,15811
2048,390.82,1055
2049,390.81,2745
2050,390.81,13009
2051,390.8,13865
2052,390.78,7000
2053,390.74,12678
2054,390.74,14482
2055,390.74,15291
2056,390.74,17302
2057,390.73,9918
2058,390.71,13367
2059,390.71,17394
2060,390.71,18873
2061,390.7,1359
2062,390.66,2528
2063,390.66,10829
2064,390.66,12767
2065,390.65,2585
2066,390.65,11239
2067,390.63,7880
2068,390.63,17391
2069,390.62,15764
2070,390.61,18421
2071,390.59,13276
2072,390.59,15245
2073,390.58,1653
2074,390.55,6140
2075,390.54,10053
2076,390.52,16629
2077,390.48,696
2078,390.47,5454
2079,390.45,556
2080,390.44,1549
2081,390.44,5442
2082,390.44,7956
2083,390.44,8483
2084,390.4,9068
2085,390.37,5900
2086,390.36,108
2087,390.35,9119
2088,390.35,11218
2089,390.35,14248
2090,390.34,3182
2091,390.34,5557
2092,390.34,9364
2093,390.31,15148
2094,390.31,18228
2095,390.28,3515
2096,390.24,11198
2097,390.24,15374
2098,390.22,1773
2099,390.22,11368
2100,390.21,14450
2101,390.2,18883
2102,390.18,3057
2103,390.18,18092
2104,390.16,15782
2105,390.15,1185
2106,390.13,749
2107,390.13,1749
2108,390.13,3690
2109,390.13,4892
2110,390.13,5363
2111,390.12,3679
2112,390.09,17062
2113,390.08,15123
2114,390.07,13071
2115,390.05,350
2116,390.05,7630
2117,390.03,8691
2118,390.02,3780
2119,390.01,17961
2120,389.96,3523
2121,389.95,11593
2122,389.93,76
2123,389.9,3345
2124,389.88,4577
2125,389.86,6174
2126,389.85,1194
2127,389.84,15572
2128,389.83,7698
2129,389.8,9483
2130,389.8,13488
2131,389.78,2526
2132,389.76,992
2133,389.76,5652
2134,389.75,13518
2135,389.74,1496
2136,389.72,10194
2137,389.72,11143
2138,389.71,5499
2139,389.71,5944
2140,389.71,12087
2141,389.71,15934
2142,389.7,14533
2143,389.69,10324
2144,389.68,18550
2145,389.66,467
2146,389.65,3748
2147,389.63,12662
2148,389.62,3763
2149,389.62,16042
2150,389.6,1240
2151,389.58,5813
2152,389.55,1483
2153,389.54,6208
2154,389.52,9139
2155,389.52,14666
2156,389.52,18355
2157,389.51,15290
2158,389.5,15311
2159,389.43,9023
2160,389.4,11351
2161,389.39,13236
2162,389.38,6791
2163,389.37,5569
2164,389.36,1163
2165,389.36,6918
2166,389.35,6637
2167,389.35,16640
2168,389.34,1450
2169,389.33,7902
2170,389.33,12124
2171,389.33,15221
2172,389.32,18818
2173,389.31,17987
2174,389.3,16891
2175,389.27,7791
2176,389.27,8783
2177,389.27,8887
2178,389.24,6121
2179,389.23,3942
2180,389.22,12880
2181,389.21,489
2182,389.19,3996
2183,389.15,5328
2184,389.11,5282
2185,389.1,12049
2186,389.08,13050
2187,389.07,9208
2188,389.02,7100
2189,389.02,15268
2190,389.01,16955
2191,389.0,6410
2192,388.99,13290
2193,388.99,13710
2194,388.98,17170
2195,388.96,7697
2196,388.95,5502
2197,388.95,15319
2198,388.94,5064
2199,388.93,15890
2200,388.92,2497
2201,388.92,15909
2202,388.91,11843
2203,388.89,4835
2204,388.87,17094
2205,388.83,15002
2206,388.81,12225
2207,388.8,5066
2208,388.8,7172
2209,388.8,16511
2210,388.79,8814
2211,388.79,9401
2212,388.78,3052
2213,388.76,1946
2214,388.76,14092
2215,388.75,10346
2216,388.75,12198
2217,388.72,3129
2218,388.72,12621
2219,388.68,2310
2220,388.68,12444
2221,388.66,5123
2222,388.65,2038
2223,388.65,10209
2224,388.65,11330
2225,388.62,11074
2226,388.59,4267
2227,388.59,12331
2228,388.57,18804
2229,388.55,17049
2230,388.49,18877
2231,388.48,11103
2232,388.47,10497
2233,388.46,1028
2234,388.46,5821
2235,388.44,1937
2236,388.4,17489
2237,388.38,4473
2238,388.36,1614
2239,388.35,8203
2240,388.35,8548
2241,388.35,8647
2242,388.35,9404
2243,388.35,10586
2244,388.35,14858
2245,388.32,2189
2246,388.32,14764
2247,388.31,14956
2248,388.3,7628
2249,388.29,5030
2250,388.29,7810
2251,388.29,17575
2252,388.28,1584
2253,388.22,727
2254,388.22,2584
2255,388.22,3901
2256,388.19,1389
2257,388.19,3747
2258,388.17,4875
2259,388.14,6441
2260,388.1,287
2261,388.1,6694
2262,388.1,14551
2263,388.07,4120
2264,388.06,11814
2265,388.04,5428
2266,388.02,9363
2267,388.01,14577
2268,387.99,2702
2269,387.99,4258
2270,387.99,6009
2271,387.99,13438
2272,387.99,14741
2273,387.98,2109
2274,387.94,6047
2275,387.93,2231
2276,387.93,10159
2277,387.91,14304
2278,387.91,15841
2279,387.9,16930
2280,387.89,3156
2281,387.89,7859
2282,387.88,9438
2283,387.88,9722
2284,387.87,15426
2285,387.85,9079
2286,387.83,2115
2287,387.83,2560
2288,387.83,12857
2289,387.82,14775
2290,387.82,17449
2291,387.8,9541
2292,387.78,4142
2293,387.77,3913
2294,387.74,3377
2295,387.74,5458
2296,387.71,2248
2297,387.7,5205
2298,387.69,843
2299,387.69,11234
2300,387.66,3755
2301,387.66,10576
2302,387.64,4597
2303,387.63,12589
2304,387.62,722
2305,387.62,4889
2306,387.62,11793
2307,387.61,598
2308,387.61,17023
2309,387.6,5782
2310,387.56,1012
2311,387.56,9757
2312,387.55,5731
2313,387.54,3978
2314,387.51,13402
2315,387.51,13663
2316,387.51,17622
2317,387.5,7054
2318,387.49,13243
2319,387.49,17070
2320,387.41,15865
2321,387.4,14841
2322,387.39,18353
2323,387.38,436
2324,387.35,5074
2325,387.35,6382
2326,387.35,14192
2327,387.31,2758
2328,387.28,8239
2329,387.28,13969
2330,387.27,15295
2331,387.24,510
2332,387.2,10624
2333,387.19,2880
2334,387.17,11630
2335,387.16,2953
2336,387.15,11511
2337,387.14,4827
2338,387.14,7813
2339,387.13,7687
2340,387.09,17196
2341,387.08,15335
2342,387.07,2401
2343,387.04,6997
2344,387.04,12707
2345,387.03,5163
2346,387.03,5204
2347,387.03,10085
2348,387.02,13174
2349,387.01,3526
2350,387.01,18884
2351,386.93,5984
2352,386.9,13458
2353,386.89,648
2354,386.89,7173
2355,386.89,13675
2356,386.88,7527
2357,386.88,8653
2358,386.87,17246
2359,386.86,12542
2360,386.82,7996
2361,386.8,8170
2362,386.78,13659
2363,386.77,8136
2364,386.76,991
2365,386.76,2589
2366,386.75,9861
2367,386.75,18782
2368,386.74,889
2369,386.73,7487
2370,386.72,16232
2371,386.71,16013
2372,386.69,10134
2373,386.65,15985
2374,386.63,14017
2375,386.61,2663
2376,386.57,6508
2377,386.56,1941
2378,386.56,5988
2379,386.52,15619
2380,386.51,10226
2381,386.49,4323
2382,386.49,13839
2383,386.49,17230
2384,386.47,52
2385,386.45,1137
2386,386.45,15469
2387,386.42,16036
2388,386.4,16958
2389,386.37,6619
2390,386.35,4994
2391,386.34,15468
2392,386.33,17904
2393,386.32,153
2394,386.3,1255
2395,386.3,2951
2396,386.29,3297
2397,386.28,527
2398,386.26,10961
2399,386.26,11890
2400,386.24,8272
2401,386.23,1589
2402,386.23,7904
2403,386.22,5608
2404,386.22,6104
2405,386.21,486
2406,386.21,14774
2407,386.21,16671
2408,386.2,8843
2409,386.19,3848
2410,386.19,6936
2411,386.16,2306
2412,386.15,102
2413,386.15,3596
2414,386.15,6785
2415,386.15,7302
2416,386.15,9559
2417,386.15,11362
2418,386.14,8294
2419,386.11,12271
2420,386.09,14800
2421,386.07,2152
2422,386.06,13904
2423,386.04,17133
2424,386.0,8528
2425,386.0,15656
2426,385.99,3555
2427,385.97,10525
2428,385.95,9955
2429,385.94,740
2430,385.94,11742
2431,385.93,16463
2432,385.93,16747
2433,385.92,18562
2434,385.91,5206
2435,385.91,9615
2436,385.9,2014
2437,385.9,11944
2438,385.89,1651
2439,385.88,6690
2440,385.87,11340
2441,385.87,12066
2442,385.87,18224
2443,385.86,2901
2444,385.85,9760
2445,385.83,3118
2446,385.83,11233
2447,385.82,8147
2448,385.81,10294
2449,385.81,15870
2450,385.8,16717
2451,385.78,10003
2452,385.76,8624
2453,385.76,9196
2454,385.76,10561
2455,385.74,3404
2456,385.74,14199
2457,385.74,15579
2458,385.67,9232
2459,385.67,13216
2460,385.66,17736
2461,385.64,14610
2462,385.62,15799
2463,385.61,14504
2464,385.6,657
2465,385.6,6271
2466,385.58,859
2467,385.56,15696
2468,385.55,848
2469,385.55,7947
2470,385.54,3343
2471,385.54,10191
2472,385.53,3714
2473,385.53,4966
2474,385.52,2503
2475,385.52,13652
2476,385.52,18232
2477,385.51,3854
2478,385.51,18051
2479,385.5,1445
2480,385.49,8730
2481,385.49,12293
2482,385.47,12482
2483,385.45,15079
2484,385.44,11202
2485,385.43,6719
2486,385.39,11271
2487,385.38,13003
2488,385.37,11298
2489,385.36,5199
2490,385.35,16516
2491,385.32,1176
2492,385.32,1370
2493,385.31,505
2494,385.31,5636
2495,385.31,10028
2496,385.3,11087
2497,385.3,14759
2498,385.29,3243
2499,385.29,14832
2500,385.29,15774
2501,385.26,6810
2502,385.22,921
2503,385.17,4764
2504,385.16,11012
2505,385.15,15847
2506,385.12,7363
2507,385.12,11278
2508,385.09,16449
2509,385.08,7967
2510,385.07,9956
2511,385.06,16106
2512,385.05,495
2513,385.03,10601
2514,385.03,15177
2515,385.02,869
2516,385.02,5657
2517,385.02,11010
2518,385.01,16004
2519,385.0,3445
2520,384.98,1652
2521,384.94,14751
2522,384.92,228
2523,384.92,12581
2524,384.89,5784
2525,384.86,482
2526,384.86,3314
2527,384.85,1534
2528,384.85,1890
2529,384.84,15636
2530,384.83,6207
2531,384.83,11748
2532,384.82,14442
2533,384.81,1031
2534,384.81,2217
2535,384.79,5748
2536,384.76,9108
2537,384.76,17037
2538,384.75,211
2539,384.75,12044
2540,384.74,4725
2541,384.74,8801
2542,384.74,12510
2543,384.74,14859
2544,384.74,18137
2545,384.73,12832
2546,384.73,15191
2547,384.71,14154
2548,384.71,18070
2549,384.7,10431
2550,384.7,12000
2551,384.69,17455
2552,384.68,2506
2553,384.68,6135
2554,384.67,11897
2555,384.66,1479
2556,384.66,11086
2557,384.66,12174
2558,384.64,11338
2559,384.63,8522
2560,384.63,16407
2561,384.62,17916
2562,384.61,9322
2563,384.6,7350
2564,384.6,8004
2565,384.6,8869
2566,384.6,10065
2567,384.59,10247
2568,384.59,16368
2569,384.59,17301
2570,384.58,3237
2571,384.58,12792
2572,384.58,16001
2573,384.55,6201
2574,384.53,1103
2575,384.52,7497
2576,384.49,699
2577,384.49,13750
2578,384.49,15150
2579,384.46,15943
2580,384.45,412
2581,384.45,4331
2582,384.45,10668
2583,384.45,11060
2584,384.45,13372
2585,384.43,7007
2586,384.43,8057
2587,384.42,7157
2588,384.41,3969
2589,384.4,376
2590,384.38,9295
2591,384.38,17970
2592,384.36,9712
2593,384.35,17397
2594,384.34,2962
2595,384.33,3390
2596,384.32,10249
2597,384.31,16421
2598,384.3,11404
2599,384.3,12006
2600,384.3,18366
2601,384.29,18593
2602,384.28,4132
2603,384.27,4412
2604,384.27,10387
2605,384.27,11818
2606,384.27,17755
2607,384.27,18861
2608,384.26,4630
2609,384.26,9101
2610,384.26,17425
2611,384.26,17682
2612,384.25,12356
2613,384.24,3743
2614,384.24,12578
2615,384.23,2384
2616,384.23,10589
2617,384.22,942
2618,384.21,8357
2619,384.2,8735
2620,384.19,263
2621,384.19,4988
2622,384.18,1182
2623,384.18,12623
2624,384.17,4525
2625,384.16,2187
2626,384.16,10097
2627,384.16,12786
2628,384.16,18579
2629,384.15,13958
2630,384.14,14076
2631,384.14,16625
2632,384.13,17816
2633,384.11,155
2634,384.1,6078
2635,384.1,6374
2636,384.1,7672
2637,384.1,16236
2638,384.09,7437
2639,384.09,13847
2640,384.07,6373
2641,384.07,11447
2642,384.06,5892
2643,384.06,15881
2644,384.05,17940
2645,384.04,6156
2646,384.03,5126
2647,384.03,16408
2648,384.02,17930
2649,384.0,14829
2650,383.96,12625
2651,383.95,8630
2652,383.95,17539
2653,383.94,14467
2654,383.93,255
2655,383.91,10355
2656,383.9,8967
2657,383.89,9250
2658,383.87,18896
2659,383.84,14185
2660,383.83,5918
2661,383.81,5477
